year_film;year_ceremony;ceremony;Category;gender;name;Race;film;winner
1955;1956;28;ART DIRECTION (Black-and-White);Male;"Art Direction:  Cedric Gibbons, Malcolm Brown;  Set Decoration:  Edwin B. Willis, Hugh B. Hunt";White;I'll Cry Tomorrow;FALSO
1955;1956;28;ART DIRECTION (Black-and-White);Male;"Art Direction:  Joseph C. Wright;  Set Decoration:  Darrell Silvera";White;The Man with the Golden Arm;FALSO
1955;1956;28;ART DIRECTION (Black-and-White);Male;"Art Direction:  Edward S. Haworth, Walter Simonds;  Set Decoration:  Robert Priestley";White;Marty;FALSO
1955;1956;28;ART DIRECTION (Black-and-White);Male;"Art Direction:  Hal Pereira, Tambi Larsen;  Set Decoration:  Sam Comer, Arthur Krams";White;The Rose Tattoo;VERDADEIRO
1955;1956;28;ART DIRECTION (Color);Male;"Art Direction:  Lyle Wheeler, John DeCuir;  Set Decoration:  Walter M. Scott, Paul S. Fox";White;Daddy Long Legs;FALSO
1955;1956;28;ART DIRECTION (Color);Male;"Art Direction:  Oliver Smith, Joseph C. Wright;  Set Decoration:  Howard Bristol";White;Guys and Dolls;FALSO
1955;1956;28;ART DIRECTION (Color);Male;"Art Direction:  Lyle Wheeler, George W. Davis;  Set Decoration:  Walter M. Scott, Jack Stubbs";White;Love Is a Many-Splendored Thing;FALSO
1955;1956;28;ART DIRECTION (Color);Male;"Art Direction:  William Flannery, Jo Mielziner;  Set Decoration:  Robert Priestley";White;Picnic;VERDADEIRO
1955;1956;28;ART DIRECTION (Color);Male;"Art Direction:  Hal Pereira, Joseph McMillan Johnson;  Set Decoration:  Sam Comer, Arthur Krams";White;To Catch a Thief;FALSO
1955;1956;28;CINEMATOGRAPHY;Male;Russell Harlan;White;Blackboard Jungle;FALSO
1955;1956;28;CINEMATOGRAPHY;Male;Arthur E. Arling;White;I'll Cry Tomorrow;FALSO
1955;1956;28;CINEMATOGRAPHY;Male;Joseph LaShelle;White;Marty;FALSO
1955;1956;28;CINEMATOGRAPHY;Male;Charles Lang;White;Queen Bee;FALSO
1955;1956;28;CINEMATOGRAPHY;Male;James Wong Howe;Asian;The Rose Tattoo;VERDADEIRO
1955;1956;28;CINEMATOGRAPHY;Male;Harry Stradling;White;Guys and Dolls;FALSO
1955;1956;28;CINEMATOGRAPHY;Male;Leon Shamroy;White;Love Is a Many-Splendored Thing;FALSO
1955;1956;28;CINEMATOGRAPHY;Male;Harold Lipstein;White;A Man Called Peter;FALSO
1955;1956;28;CINEMATOGRAPHY;Male;Robert Surtees;White;Oklahoma!;FALSO
1955;1956;28;CINEMATOGRAPHY;Male;Robert Burks;White;To Catch a Thief;VERDADEIRO
1955;1956;28;COSTUME DESIGN (Black-and-White);Female;Helen Rose;White;I'll Cry Tomorrow;VERDADEIRO
1955;1956;28;COSTUME DESIGN (Black-and-White);Female;Beatrice Dawson;White;The Pickwick Papers;FALSO
1955;1956;28;COSTUME DESIGN (Black-and-White);Male;Jean Louis;White;Queen Bee;FALSO
1955;1956;28;COSTUME DESIGN (Black-and-White);Female;Edith Head;White;The Rose Tattoo;FALSO
1955;1956;28;COSTUME DESIGN (Black-and-White);Male;Tadaoto Kainoscho;Asian;Ugetsu;FALSO
1955;1956;28;COSTUME DESIGN (Color);Female;Irene Sharaff;White;Guys and Dolls;FALSO
1955;1956;28;COSTUME DESIGN (Color);Female;Helen Rose;White;Interrupted Melody;FALSO
1955;1956;28;COSTUME DESIGN (Color);Male;Charles LeMaire;White;Love Is a Many-Splendored Thing;VERDADEIRO
1955;1956;28;COSTUME DESIGN (Color);Female;Edith Head;White;To Catch a Thief;FALSO
1955;1956;28;COSTUME DESIGN (Color);Female;Charles LeMaire, Mary Wills;White;The Virgin Queen;FALSO
1955;1956;28;DIRECTING;Male;John Sturges;White;Bad Day at Black Rock;FALSO
1955;1956;28;DIRECTING;Male;Elia Kazan;White;East of Eden;FALSO
1955;1956;28;DIRECTING;Male;Delbert Mann;White;Marty;VERDADEIRO
1955;1956;28;DIRECTING;Male;Joshua Logan;White;Picnic;FALSO
1955;1956;28;DIRECTING;Male;David Lean;White;Summertime;FALSO
1955;1956;28;DOCUMENTARY (Feature);Male;Rene Risacher, Producer;White;Heartbreak Ridge;FALSO
1955;1956;28;DOCUMENTARY (Feature);Female;Nancy Hamilton, Producer;White;Helen Keller in Her Story;VERDADEIRO
1955;1956;28;DOCUMENTARY (Short Subject);Male;Dore Schary, Producer;White;The Battle of Gettysburg;FALSO
1955;1956;28;DOCUMENTARY (Short Subject);Male;Wilbur T. Blume, Producer;White;The Face of Lincoln;FALSO
1955;1956;28;DOCUMENTARY (Short Subject);Male;Walt Disney, Producer;White;Men against the Arctic;VERDADEIRO
1955;1956;28;FILM EDITING;Male;Ferris Webster;White;Blackboard Jungle;FALSO
1955;1956;28;FILM EDITING;Female;Alma Macrorie;White;The Bridges at Toko-Ri;FALSO
1955;1956;28;FILM EDITING;Male;Gene Ruggiero, George Boemler;White;Oklahoma!;FALSO
1955;1956;28;FILM EDITING;Male;Charles Nelson, William A. Lyon;White;Picnic;VERDADEIRO
1955;1956;28;FILM EDITING;Male;Warren Low;White;The Rose Tattoo;FALSO
1955;1956;28;MUSIC (Music Score of a Dramatic or Comedy Picture);Male;Max Steiner;White;Battle Cry;FALSO
1955;1956;28;MUSIC (Music Score of a Dramatic or Comedy Picture);Male;Alfred Newman;White;Love Is a Many-Splendored Thing;VERDADEIRO
1955;1956;28;MUSIC (Music Score of a Dramatic or Comedy Picture);Male;Elmer Bernstein;White;The Man with the Golden Arm;FALSO
1955;1956;28;MUSIC (Music Score of a Dramatic or Comedy Picture);Male;George Duning;White;Picnic;FALSO
1955;1956;28;MUSIC (Music Score of a Dramatic or Comedy Picture);Male;Alex North;White;The Rose Tattoo;FALSO
1955;1956;28;MUSIC (Scoring of a Musical Picture);Male;Alfred Newman;White;Daddy Long Legs;FALSO
1955;1956;28;MUSIC (Scoring of a Musical Picture);Male;Jay Blackton, Cyril J. Mockridge;White;Guys and Dolls;FALSO
1955;1956;28;MUSIC (Scoring of a Musical Picture);Male;Andre Previn;White;It's Always Fair Weather;FALSO
1955;1956;28;MUSIC (Scoring of a Musical Picture);Male;Percy Faith, George Stoll;White;Love Me or Leave Me;FALSO
1955;1956;28;MUSIC (Scoring of a Musical Picture);Male;Robert Russell Bennett, Jay Blackton, Adolph Deutsch;White;Oklahoma!;VERDADEIRO
1955;1956;28;MUSIC (Song);Male;"Music by Nicholas Brodszky; Lyrics by Sammy Cahn";White;Love Me or Leave Me;FALSO
1955;1956;28;MUSIC (Song);Male;"Music by Sammy Fain; Lyrics by Paul Francis Webster";White;Love Is a Many-Splendored Thing;VERDADEIRO
1955;1956;28;MUSIC (Song);Male;Music and Lyrics by Johnny Mercer;White;Daddy Long Legs;FALSO
1955;1956;28;MUSIC (Song);Male;"Music by James Van Heusen; Lyrics by Sammy Cahn";White;The Tender Trap;FALSO
1955;1956;28;MUSIC (Song);Male;"Music by Alex North; Lyrics by Hy Zaret";White;Unchained;FALSO
1955;1956;28;BEST PICTURE;Male;Buddy Adler, Producer;White;Love Is a Many-Splendored Thing;FALSO
1955;1956;28;BEST PICTURE;Male;Harold Hecht, Producer;White;Marty;VERDADEIRO
1955;1956;28;BEST PICTURE;Male;Leland Hayward, Producer;White;Mister Roberts;FALSO
1955;1956;28;BEST PICTURE;Male;Fred Kohlmar, Producer;White;Picnic;FALSO
1955;1956;28;BEST PICTURE;Male;Hal B. Wallis, Producer;White;The Rose Tattoo;FALSO
1955;1956;28;SHORT SUBJECT (Cartoon);Male;Fred Quimby, William Hanna and Joseph Barbera, Producers;White;Good Will to Men;FALSO
1955;1956;28;SHORT SUBJECT (Cartoon);Male;Walter Lantz, Producer;White;The Legend of Rock-a-bye Point;FALSO
1955;1956;28;SHORT SUBJECT (Cartoon);Male;Walt Disney, Producer;White;No Hunting;FALSO
1955;1956;28;SHORT SUBJECT (Cartoon);Male;Edward Selzer, Producer;White;Speedy Gonzales;VERDADEIRO
1955;1956;28;SHORT SUBJECT (One-reel);Male;Robert Youngson, Producer;White;Gadgets Galore;FALSO
1955;1956;28;SHORT SUBJECT (One-reel);Male;Edmund Reek, Producer;White;Survival City;VERDADEIRO
1955;1956;28;SHORT SUBJECT (One-reel);Male;Carson Davidson, Producer;White;3rd Ave. El;FALSO
1955;1956;28;SHORT SUBJECT (One-reel);Male;Justin Herman, Producer;White;Three Kisses;FALSO
1955;1956;28;SHORT SUBJECT (Two-reel);Male;Dore Schary, Producer;White;The Battle of Gettysburg;FALSO
1955;1956;28;SHORT SUBJECT (Two-reel);Male;Wilbur T. Blume, Producer;White;The Face of Lincoln;VERDADEIRO
1955;1956;28;SHORT SUBJECT (Two-reel);Male;George K. Arthur, Producer;White;On the Twelfth Day...;FALSO
1955;1956;28;SHORT SUBJECT (Two-reel);Male;Walt Disney, Producer;White;Switzerland;FALSO
1955;1956;28;SHORT SUBJECT (Two-reel);Male;Cedric Francis, Producer;White;24-Hour Alert;FALSO
1955;1956;28;SOUND RECORDING;Male;20th Century-Fox Studio Sound Department, Carl W. Faulkner, Sound Director;White;Love Is a Many-Splendored Thing;FALSO
1955;1956;28;SOUND RECORDING;Male;Metro-Goldwyn-Mayer Studio Sound Department, Wesley C. Miller, Sound Director;White;Love Me or Leave Me;FALSO
1955;1956;28;SOUND RECORDING;Male;Warner Bros. Studio Sound Department, William A. Mueller, Sound Director;White;Mister Roberts;FALSO
1955;1956;28;SOUND RECORDING;Male;Radio Corporation of America Sound Department, Watson Jones, Sound Director;White;Not as a Stranger;FALSO
1955;1956;28;SOUND RECORDING;Male;Todd-AO Sound Department, Fred Hynes, Sound Director;White;Oklahoma!;VERDADEIRO
1955;1956;28;SPECIAL EFFECTS;Male;Paramount Studio;White;The Bridges at Toko-Ri;VERDADEIRO
1955;1956;28;SPECIAL EFFECTS;Male;Associated British Picture Corporation, Ltd.;White;The Dam Busters;FALSO
1955;1956;28;SPECIAL EFFECTS;Male;20th Century-Fox Studio;White;The Rains of Ranchipur;FALSO
1955;1956;28;WRITING (Motion Picture Story);Male;Daniel Fuchs;White;Love Me or Leave Me;VERDADEIRO
1955;1956;28;WRITING (Motion Picture Story);Male;Joe Connelly, Bob Mosher;White;The Private War of Major Benson;FALSO
1955;1956;28;WRITING (Motion Picture Story);Male;Nicholas Ray;White;Rebel without a Cause;FALSO
1955;1956;28;WRITING (Motion Picture Story);Male;Jean Marsan, Henry Troyat, Jacques Perret, Henri Verneuil, Raoul Ploquin;White;The Sheep Has Five Legs;FALSO
1955;1956;28;WRITING (Motion Picture Story);Male;Beirne Lay, Jr.;White;Strategic Air Command;FALSO
1955;1956;28;WRITING (Adapted Screenplay);Male;Millard Kaufman;White;Bad Day at Black Rock;FALSO
1955;1956;28;WRITING (Adapted Screenplay);Male;Richard Brooks;White;Blackboard Jungle;FALSO
1955;1956;28;WRITING (Adapted Screenplay);Male;Paul Osborn;White;East of Eden;FALSO
1955;1956;28;WRITING (Adapted Screenplay);Female;Daniel Fuchs, Isobel Lennart;White;Love Me or Leave Me;FALSO
1955;1956;28;WRITING (Adapted Screenplay);Male;Paddy Chayefsky;White;Marty;VERDADEIRO
1955;1956;28;WRITING (Story and Screenplay);Male;Milton Sperling, Emmet Lavery;White;The Court-Martial of Billy Mitchell;FALSO
1955;1956;28;WRITING (Story and Screenplay);Female;William Ludwig, Sonya Levien;White;Interrupted Melody;VERDADEIRO
1955;1956;28;WRITING (Story and Screenplay);Female;Betty Comden, Adolph Green;White;It's Always Fair Weather;FALSO
1955;1956;28;WRITING (Story and Screenplay);Male;Jacques Tati, Henri Marquet;White;Mr. Hulot's Holiday;FALSO
1955;1956;28;WRITING (Story and Screenplay);Male;Melville Shavelson, Jack Rose;White;The Seven Little Foys;FALSO
1955;1956;28;HONORARY FOREIGN LANGUAGE FILM AWARD;Male; Samurai;White;;VERDADEIRO
1956;1957;29;ART DIRECTION (Black-and-White);Male;Takashi Matsuyama;White;The Magnificent Seven;FALSO
1956;1957;29;ART DIRECTION (Black-and-White);Male;"Art Direction:  Hal Pereira, A. Earl Hedrick;  Set Decoration:  Samuel M. Comer, Frank R. McKelvy";White;The Proud and Profane;FALSO
1956;1957;29;ART DIRECTION (Black-and-White);Male;"Art Direction:  Ross Bellah;  Set Decoration:  William R. Kiernan, Louis Diage";White;The Solid Gold Cadillac;FALSO
1956;1957;29;ART DIRECTION (Black-and-White);Male;"Art Direction:  Cedric Gibbons, Malcolm F. Brown;  Set Decoration:  Edwin B. Willis, F. Keogh Gleason";White;Somebody Up There Likes Me;VERDADEIRO
1956;1957;29;ART DIRECTION (Black-and-White);Male;"Art Direction:  Lyle R. Wheeler, Jack Martin Smith;  Set Decoration:  Walter M. Scott, Stuart A. Reiss";White;Teenage Rebel;FALSO
1956;1957;29;ART DIRECTION (Color);Male;"Art Direction:  James W. Sullivan, Ken Adam;  Set Decoration:  Ross J. Dowd";White;Around the World in 80 Days;FALSO
1956;1957;29;ART DIRECTION (Color);Male;"Art Direction:  Boris Leven;  Set Decoration:  Ralph S. Hurst";White;Giant;FALSO
1956;1957;29;ART DIRECTION (Color);Male;"Art Direction:  Lyle R. Wheeler, John DeCuir;  Set Decoration:  Walter M. Scott, Paul S. Fox";White;The King and I;VERDADEIRO
1956;1957;29;ART DIRECTION (Color);Male;"Art Direction:  Cedric Gibbons, Hans Peters, Preston Ames;  Set Decoration:  Edwin B. Willis, F. Keogh Gleason";White;Lust for Life;FALSO
1956;1957;29;ART DIRECTION (Color);Male;"Art Direction:  Hal Pereira, Walter H. Tyler, Albert Nozaki;  Set Decoration:  Samuel M. Comer, Ray Moyer";Asian;The Ten Commandments;FALSO
1956;1957;29;CINEMATOGRAPHY;Male;Boris Kaufman;White;Baby Doll;FALSO
1956;1957;29;CINEMATOGRAPHY;Male;Hal Rosson;White;The Bad Seed;FALSO
1956;1957;29;CINEMATOGRAPHY;Male;Burnett Guffey;White;The Harder They Fall;FALSO
1956;1957;29;CINEMATOGRAPHY;Male;Joseph Ruttenberg;White;Somebody Up There Likes Me;VERDADEIRO
1956;1957;29;CINEMATOGRAPHY;Male;Walter Strenge;White;Stagecoach to Fury;FALSO
1956;1957;29;CINEMATOGRAPHY;Male;Lionel Lindon;White;Around the World in 80 Days;VERDADEIRO
1956;1957;29;CINEMATOGRAPHY;Male;Harry Stradling;White;The Eddy Duchin Story;FALSO
1956;1957;29;CINEMATOGRAPHY;Male;Leon Shamroy;White;The King and I;FALSO
1956;1957;29;CINEMATOGRAPHY;Male;Loyal Griggs;White;The Ten Commandments;FALSO
1956;1957;29;CINEMATOGRAPHY;Male;Jack Cardiff;White;War and Peace;FALSO
1956;1957;29;COSTUME DESIGN (Black-and-White);Male;Kohei Ezaki;Asian;The Magnificent Seven;FALSO
1956;1957;29;COSTUME DESIGN (Black-and-White);Female;Helen Rose;White;The Power and the Prize;FALSO
1956;1957;29;COSTUME DESIGN (Black-and-White);Female;Edith Head;White;The Proud and Profane;FALSO
1956;1957;29;COSTUME DESIGN (Black-and-White);Male;Jean Louis;White;The Solid Gold Cadillac;VERDADEIRO
1956;1957;29;COSTUME DESIGN (Black-and-White);Female;Charles LeMaire, Mary Wills;White;Teenage Rebel;FALSO
1956;1957;29;COSTUME DESIGN (Color);Male;Miles White;White;Around the World in 80 Days;FALSO
1956;1957;29;COSTUME DESIGN (Color);Female;Moss Mabry, Marjorie Best;White;Giant;FALSO
1956;1957;29;COSTUME DESIGN (Color);Female;Irene Sharaff;White;The King and I;VERDADEIRO
1956;1957;29;COSTUME DESIGN (Color);Female;Edith Head, Ralph Jester, John Jensen, Dorothy Jeakins, Arnold Friberg;White;The Ten Commandments;FALSO
1956;1957;29;COSTUME DESIGN (Color);Male;Marie De Matteis;White;War and Peace;FALSO
1956;1957;29;DIRECTING;Male;Michael Anderson;White;Around the World in 80 Days;FALSO
1956;1957;29;DIRECTING;Male;William Wyler;White;Friendly Persuasion;FALSO
1956;1957;29;DIRECTING;Male;George Stevens;White;Giant;VERDADEIRO
1956;1957;29;DIRECTING;Male;Walter Lang;White;The King and I;FALSO
1956;1957;29;DIRECTING;Male;King Vidor;White;War and Peace;FALSO
1956;1957;29;DOCUMENTARY (Feature);Male;Louis Clyde Stoumen, Producer;White;The Naked Eye;FALSO
1956;1957;29;DOCUMENTARY (Feature);Male;Jacques-Yves Cousteau, Producer;White;The Silent World;VERDADEIRO
1956;1957;29;DOCUMENTARY (Feature);Male;The Government Film Committee of Denmark;White;Where Mountains Float;FALSO
1956;1957;29;DOCUMENTARY (Short Subject);Male;Charles Guggenheim & Associates, Inc.;White;A City Decides;FALSO
1956;1957;29;DOCUMENTARY (Short Subject);Male;John Healy, Producer;White;The Dark Wave;FALSO
1956;1957;29;DOCUMENTARY (Short Subject);Male;Valentine Davies, Producer;White;The House without a Name;FALSO
1956;1957;29;DOCUMENTARY (Short Subject);Male;Ward Kimball, Producer;White;Man in Space;FALSO
1956;1957;29;DOCUMENTARY (Short Subject);Male;Louis Clyde Stoumen, Producer;White;The True Story of the Civil War;VERDADEIRO
1956;1957;29;FILM EDITING;Male;Gene Ruggiero, Paul Weatherwax;White;Around the World in 80 Days;VERDADEIRO
1956;1957;29;FILM EDITING;Male;Merrill G. White;White;The Brave One;FALSO
1956;1957;29;FILM EDITING;Male;William Hornbeck, Philip W. Anderson, Fred Bohanan;White;Giant;FALSO
1956;1957;29;FILM EDITING;Male;Albert Akst;White;Somebody Up There Likes Me;FALSO
1956;1957;29;FILM EDITING;Female;Anne Bauchens;White;The Ten Commandments;FALSO
1956;1957;29;FOREIGN LANGUAGE FILM;Male;"Federal Republic of Germany - West; Gyula Trebitsch and Walter Koppel, Producers";White;The Captain of Kopenick;FALSO
1956;1957;29;FOREIGN LANGUAGE FILM;Male;"France; Annie Dorfmann, Producer";White;Gervaise;FALSO
1956;1957;29;FOREIGN LANGUAGE FILM;Male;"Japan; Masayuki Takagi, Producer";Asian;Harp of Burma;FALSO
1956;1957;29;FOREIGN LANGUAGE FILM;Male;"Italy; Dino De Laurentiis and Carlo Ponti, Producers";White;La Strada;VERDADEIRO
1956;1957;29;FOREIGN LANGUAGE FILM;Male;"Denmark; O. Dalsgaard-Olsen, Producer";White;Qivitoq;FALSO
1956;1957;29;MUSIC (Music Score of a Dramatic or Comedy Picture);Male;Alfred Newman;White;Anastasia;FALSO
1956;1957;29;MUSIC (Music Score of a Dramatic or Comedy Picture);Male;Victor Young;White;Around the World in 80 Days;VERDADEIRO
1956;1957;29;MUSIC (Music Score of a Dramatic or Comedy Picture);Male;Hugo Friedhofer;White;Between Heaven and Hell;FALSO
1956;1957;29;MUSIC (Music Score of a Dramatic or Comedy Picture);Male;Dimitri Tiomkin;White;Giant;FALSO
1956;1957;29;MUSIC (Music Score of a Dramatic or Comedy Picture);Male;Alex North;White;The Rainmaker;FALSO
1956;1957;29;MUSIC (Scoring of a Musical Picture);Male;Lionel Newman;White;The Best Things in Life Are Free;FALSO
1956;1957;29;MUSIC (Scoring of a Musical Picture);Male;Morris Stoloff, George Duning;White;The Eddy Duchin Story;FALSO
1956;1957;29;MUSIC (Scoring of a Musical Picture);Male;Johnny Green, Saul Chaplin;White;High Society;FALSO
1956;1957;29;MUSIC (Scoring of a Musical Picture);Male;Alfred Newman, Ken Darby;White;The King and I;VERDADEIRO
1956;1957;29;MUSIC (Scoring of a Musical Picture);Male;George Stoll, Johnny Green;White;Meet Me in Las Vegas;FALSO
1956;1957;29;MUSIC (Song);Male;"Music by Dimitri Tiomkin; Lyrics by Paul Francis Webster";White;Friendly Persuasion;FALSO
1956;1957;29;MUSIC (Song);Male;"Music by Leith Stevens; Lyrics by Tom Adair";White;Julie;FALSO
1956;1957;29;MUSIC (Song);Male;Music and Lyrics by Cole Porter;White;High Society;FALSO
1956;1957;29;MUSIC (Song);Male;Music and Lyrics by Jay Livingston and Ray Evans;White;The Man Who Knew Too Much;VERDADEIRO
1956;1957;29;MUSIC (Song);Male;"Music by Victor Young; Lyrics by Sammy Cahn";White;Written on the Wind;FALSO
1956;1957;29;BEST PICTURE;Male;Michael Todd, Producer;White;Around the World in 80 Days;VERDADEIRO
1956;1957;29;BEST PICTURE;Male;William Wyler, Producer;White;Friendly Persuasion;FALSO
1956;1957;29;BEST PICTURE;Male;George Stevens and Henry Ginsberg, Producers;White;Giant;FALSO
1956;1957;29;BEST PICTURE;Male;Charles Brackett, Producer;White;The King and I;FALSO
1956;1957;29;BEST PICTURE;Male;Cecil B. DeMille, Producer;White;The Ten Commandments;FALSO
1956;1957;29;SHORT SUBJECT (Cartoon);Male;Stephen Bosustow, Producer;White;Gerald McBoing-Boing on Planet Moo;FALSO
1956;1957;29;SHORT SUBJECT (Cartoon);Male;Stephen Bosustow, Producer;White;The Jaywalker;FALSO
1956;1957;29;SHORT SUBJECT (Cartoon);Male;Stephen Bosustow, Producer;White;Mister Magoo's Puddle Jumper;VERDADEIRO
1956;1957;29;SHORT SUBJECT (One-reel);Male;Konstantin Kalser, Producer;White;Crashing the Water Barrier;VERDADEIRO
1956;1957;29;SHORT SUBJECT (One-reel);Male;Robert Youngson, Producer;White;I Never Forget a Face;FALSO
1956;1957;29;SHORT SUBJECT (One-reel);Male;Cedric Francis, Producer;White;Time Stood Still;FALSO
1956;1957;29;SHORT SUBJECT (Two-reel);Male;Romulus Films;White;The Bespoke Overcoat;VERDADEIRO
1956;1957;29;SHORT SUBJECT (Two-reel);Male;Larry Lansburgh, Producer;White;Cow Dog;FALSO
1956;1957;29;SHORT SUBJECT (Two-reel);Male;John Healy, Producer;White;The Dark Wave;FALSO
1956;1957;29;SHORT SUBJECT (Two-reel);Male;Walt Disney, Producer;White;Samoa;FALSO
1956;1957;29;SOUND RECORDING;Male;King Bros. Productions, Inc., Sound Department, John Myers, Sound Director;White;The Brave One;FALSO
1956;1957;29;SOUND RECORDING;Male;Columbia Studio Sound Department, John Livadary, Sound Director;White;The Eddy Duchin Story;FALSO
1956;1957;29;SOUND RECORDING;Male;"Westrex Sound Services, Inc., Gordon R. Glennan, Sound Director; and Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director";White;Friendly Persuasion;FALSO
